NACE Rev.2 grouped hierarchy (Section > Division > Group > Class),,,,,,,,,,,,,,,,
"Use the +/- outline controls at left to expand Sections to Divisions, Divisions to Groups, and Groups to Classes.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
level_depth,level,node_code,node_name,node_key,parent_key,section_code,section_name,division_code,division_name,group_code,group_name,class_code,class_name,hierarchy_path_codes,hierarchy_path_names,source_row_number
4,class,46.90,Non-specialised wholesale trade,class:46.90,group:46.9,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46,"Wholesale trade, except of motor vehicles and motorcycles",46.9,Non-specialised wholesale trade,46.90,Non-specialised wholesale trade,G | 46 | 46.9 | 46.90,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Wholesale trade, except of motor vehicles and motorcycles | Non-specialised wholesale trade | Non-specialised wholesale trade",579
2,division,47,"Retail trade, except of motor vehicles and motorcycles",division:47,section:G,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",,,,,G | 47,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles",580
3,group,47.1,Retail sale in non-specialised stores,group:47.1,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.1,Retail sale in non-specialised stores,,,G | 47 | 47.1,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale in non-specialised stores",581
4,class,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",class:47.11,group:47.1,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.1,Retail sale in non-specialised stores,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",G | 47 | 47.1 | 47.11,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale in non-specialised stores | Retail sale in non-specialised stores with food, beverages or tobacco predominating",582
4,class,47.19,Other retail sale in non-specialised stores,class:47.19,group:47.1,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.1,Retail sale in non-specialised stores,47.19,Other retail sale in non-specialised stores,G | 47 | 47.1 | 47.19,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale in non-specialised stores | Other retail sale in non-specialised stores",583
3,group,47.2,"Retail sale of food, beverages and tobacco in specialised stores",group:47.2,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",,,G | 47 | 47.2,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores",584
4,class,47.21,Retail sale of fruit and vegetables in specialised stores,class:47.21,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.21,Retail sale of fruit and vegetables in specialised stores,G | 47 | 47.2 | 47.21,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Retail sale of fruit and vegetables in specialised stores",585
4,class,47.22,Retail sale of meat and meat products in specialised stores,class:47.22,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.22,Retail sale of meat and meat products in specialised stores,G | 47 | 47.2 | 47.22,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Retail sale of meat and meat products in specialised stores",586
4,class,47.23,"Retail sale of fish, crustaceans and molluscs in specialised stores",class:47.23,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.23,"Retail sale of fish, crustaceans and molluscs in specialised stores",G | 47 | 47.2 | 47.23,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Retail sale of fish, crustaceans and molluscs in specialised stores",587
4,class,47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",class:47.24,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",G | 47 | 47.2 | 47.24,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",588
4,class,47.25,Retail sale of beverages in specialised stores,class:47.25,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.25,Retail sale of beverages in specialised stores,G | 47 | 47.2 | 47.25,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Retail sale of beverages in specialised stores",589
4,class,47.26,Retail sale of tobacco products in specialised stores,class:47.26,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.26,Retail sale of tobacco products in specialised stores,G | 47 | 47.2 | 47.26,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Retail sale of tobacco products in specialised stores",590
4,class,47.29,Other retail sale of food in specialised stores,class:47.29,group:47.2,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.2,"Retail sale of food, beverages and tobacco in specialised stores",47.29,Other retail sale of food in specialised stores,G | 47 | 47.2 | 47.29,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of food, beverages and tobacco in specialised stores | Other retail sale of food in specialised stores",591
3,group,47.3,Retail sale of automotive fuel in specialised stores,group:47.3,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.3,Retail sale of automotive fuel in specialised stores,,,G | 47 | 47.3,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of automotive fuel in specialised stores",592
4,class,47.30,Retail sale of automotive fuel in specialised stores,class:47.30,group:47.3,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.3,Retail sale of automotive fuel in specialised stores,47.30,Retail sale of automotive fuel in specialised stores,G | 47 | 47.3 | 47.30,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of automotive fuel in specialised stores | Retail sale of automotive fuel in specialised stores",593
3,group,47.4,Retail sale of information and communication equipment in specialised stores,group:47.4,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.4,Retail sale of information and communication equipment in specialised stores,,,G | 47 | 47.4,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of information and communication equipment in specialised stores",594
4,class,47.41,"Retail sale of computers, peripheral units and software in specialised stores",class:47.41,group:47.4,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.4,Retail sale of information and communication equipment in specialised stores,47.41,"Retail sale of computers, peripheral units and software in specialised stores",G | 47 | 47.4 | 47.41,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of information and communication equipment in specialised stores | Retail sale of computers, peripheral units and software in specialised stores",595
4,class,47.42,Retail sale of telecommunications equipment in specialised stores,class:47.42,group:47.4,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.4,Retail sale of information and communication equipment in specialised stores,47.42,Retail sale of telecommunications equipment in specialised stores,G | 47 | 47.4 | 47.42,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of information and communication equipment in specialised stores | Retail sale of telecommunications equipment in specialised stores",596
4,class,47.43,Retail sale of audio and video equipment in specialised stores,class:47.43,group:47.4,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.4,Retail sale of information and communication equipment in specialised stores,47.43,Retail sale of audio and video equipment in specialised stores,G | 47 | 47.4 | 47.43,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of information and communication equipment in specialised stores | Retail sale of audio and video equipment in specialised stores",597
3,group,47.5,Retail sale of other household equipment in specialised stores,group:47.5,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.5,Retail sale of other household equipment in specialised stores,,,G | 47 | 47.5,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other household equipment in specialised stores",598
4,class,47.51,Retail sale of textiles in specialised stores,class:47.51,group:47.5,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.5,Retail sale of other household equipment in specialised stores,47.51,Retail sale of textiles in specialised stores,G | 47 | 47.5 | 47.51,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other household equipment in specialised stores | Retail sale of textiles in specialised stores",599
4,class,47.52,"Retail sale of hardware, paints and glass in specialised stores",class:47.52,group:47.5,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.5,Retail sale of other household equipment in specialised stores,47.52,"Retail sale of hardware, paints and glass in specialised stores",G | 47 | 47.5 | 47.52,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other household equipment in specialised stores | Retail sale of hardware, paints and glass in specialised stores",600
4,class,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",class:47.53,group:47.5,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.5,Retail sale of other household equipment in specialised stores,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",G | 47 | 47.5 | 47.53,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other household equipment in specialised stores | Retail sale of carpets, rugs, wall and floor coverings in specialised stores",601
4,class,47.54,Retail sale of electrical household appliances in specialised stores,class:47.54,group:47.5,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.5,Retail sale of other household equipment in specialised stores,47.54,Retail sale of electrical household appliances in specialised stores,G | 47 | 47.5 | 47.54,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other household equipment in specialised stores | Retail sale of electrical household appliances in specialised stores",602
4,class,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",class:47.59,group:47.5,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.5,Retail sale of other household equipment in specialised stores,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",G | 47 | 47.5 | 47.59,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other household equipment in specialised stores | Retail sale of furniture, lighting equipment and other household articles in specialised stores",603
3,group,47.6,Retail sale of cultural and recreation goods in specialised stores,group:47.6,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.6,Retail sale of cultural and recreation goods in specialised stores,,,G | 47 | 47.6,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of cultural and recreation goods in specialised stores",604
4,class,47.61,Retail sale of books in specialised stores,class:47.61,group:47.6,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.6,Retail sale of cultural and recreation goods in specialised stores,47.61,Retail sale of books in specialised stores,G | 47 | 47.6 | 47.61,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of cultural and recreation goods in specialised stores | Retail sale of books in specialised stores",605
4,class,47.62,Retail sale of newspapers and stationery in specialised stores,class:47.62,group:47.6,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.6,Retail sale of cultural and recreation goods in specialised stores,47.62,Retail sale of newspapers and stationery in specialised stores,G | 47 | 47.6 | 47.62,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of cultural and recreation goods in specialised stores | Retail sale of newspapers and stationery in specialised stores",606
4,class,47.63,Retail sale of music and video recordings in specialised stores,class:47.63,group:47.6,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.6,Retail sale of cultural and recreation goods in specialised stores,47.63,Retail sale of music and video recordings in specialised stores,G | 47 | 47.6 | 47.63,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of cultural and recreation goods in specialised stores | Retail sale of music and video recordings in specialised stores",607
4,class,47.64,Retail sale of sporting equipment in specialised stores,class:47.64,group:47.6,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.6,Retail sale of cultural and recreation goods in specialised stores,47.64,Retail sale of sporting equipment in specialised stores,G | 47 | 47.6 | 47.64,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of cultural and recreation goods in specialised stores | Retail sale of sporting equipment in specialised stores",608
4,class,47.65,Retail sale of games and toys in specialised stores,class:47.65,group:47.6,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.6,Retail sale of cultural and recreation goods in specialised stores,47.65,Retail sale of games and toys in specialised stores,G | 47 | 47.6 | 47.65,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of cultural and recreation goods in specialised stores | Retail sale of games and toys in specialised stores",609
3,group,47.7,Retail sale of other goods in specialised stores,group:47.7,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,,,G | 47 | 47.7,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores",610
4,class,47.71,Retail sale of clothing in specialised stores,class:47.71,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.71,Retail sale of clothing in specialised stores,G | 47 | 47.7 | 47.71,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of clothing in specialised stores",611
4,class,47.72,Retail sale of footwear and leather goods in specialised stores,class:47.72,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.72,Retail sale of footwear and leather goods in specialised stores,G | 47 | 47.7 | 47.72,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of footwear and leather goods in specialised stores",612
4,class,47.73,Dispensing chemist in specialised stores,class:47.73,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.73,Dispensing chemist in specialised stores,G | 47 | 47.7 | 47.73,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Dispensing chemist in specialised stores",613
4,class,47.74,Retail sale of medical and orthopaedic goods in specialised stores,class:47.74,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.74,Retail sale of medical and orthopaedic goods in specialised stores,G | 47 | 47.7 | 47.74,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of medical and orthopaedic goods in specialised stores",614
4,class,47.75,Retail sale of cosmetic and toilet articles in specialised stores,class:47.75,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.75,Retail sale of cosmetic and toilet articles in specialised stores,G | 47 | 47.7 | 47.75,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of cosmetic and toilet articles in specialised stores",615
4,class,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",class:47.76,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",G | 47 | 47.7 | 47.76,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",616
4,class,47.77,Retail sale of watches and jewellery in specialised stores,class:47.77,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.77,Retail sale of watches and jewellery in specialised stores,G | 47 | 47.7 | 47.77,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of watches and jewellery in specialised stores",617
4,class,47.78,Other retail sale of new goods in specialised stores,class:47.78,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.78,Other retail sale of new goods in specialised stores,G | 47 | 47.7 | 47.78,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Other retail sale of new goods in specialised stores",618
4,class,47.79,Retail sale of second-hand goods in stores,class:47.79,group:47.7,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.7,Retail sale of other goods in specialised stores,47.79,Retail sale of second-hand goods in stores,G | 47 | 47.7 | 47.79,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale of other goods in specialised stores | Retail sale of second-hand goods in stores",619
3,group,47.8,Retail sale via stalls and markets,group:47.8,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.8,Retail sale via stalls and markets,,,G | 47 | 47.8,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale via stalls and markets",620
4,class,47.81,"Retail sale via stalls and markets of food, beverages and tobacco products",class:47.81,group:47.8,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.8,Retail sale via stalls and markets,47.81,"Retail sale via stalls and markets of food, beverages and tobacco products",G | 47 | 47.8 | 47.81,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale via stalls and markets | Retail sale via stalls and markets of food, beverages and tobacco products",621
4,class,47.82,"Retail sale via stalls and markets of textiles, clothing and footwear",class:47.82,group:47.8,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.8,Retail sale via stalls and markets,47.82,"Retail sale via stalls and markets of textiles, clothing and footwear",G | 47 | 47.8 | 47.82,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale via stalls and markets | Retail sale via stalls and markets of textiles, clothing and footwear",622
4,class,47.89,Retail sale via stalls and markets of other goods,class:47.89,group:47.8,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.8,Retail sale via stalls and markets,47.89,Retail sale via stalls and markets of other goods,G | 47 | 47.8 | 47.89,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail sale via stalls and markets | Retail sale via stalls and markets of other goods",623
3,group,47.9,"Retail trade not in stores, stalls or markets",group:47.9,division:47,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.9,"Retail trade not in stores, stalls or markets",,,G | 47 | 47.9,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail trade not in stores, stalls or markets",624
4,class,47.91,Retail sale via mail order houses or via Internet,class:47.91,group:47.9,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.9,"Retail trade not in stores, stalls or markets",47.91,Retail sale via mail order houses or via Internet,G | 47 | 47.9 | 47.91,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail trade not in stores, stalls or markets | Retail sale via mail order houses or via Internet",625
4,class,47.99,"Other retail sale not in stores, stalls or markets",class:47.99,group:47.9,G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47,"Retail trade, except of motor vehicles and motorcycles",47.9,"Retail trade not in stores, stalls or markets",47.99,"Other retail sale not in stores, stalls or markets",G | 47 | 47.9 | 47.99,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES | Retail trade, except of motor vehicles and motorcycles | Retail trade not in stores, stalls or markets | Other retail sale not in stores, stalls or markets",626
1,section,H,TRANSPORTATION AND STORAGE,section:H,,H,TRANSPORTATION AND STORAGE,,,,,,,H,TRANSPORTATION AND STORAGE,627
2,division,49,Land transport and transport via pipelines,division:49,section:H,H,TRANSPORTATION AND STORAGE,49,Land transport and transport via pipelines,,,,,H | 49,TRANSPORTATION AND STORAGE | Land transport and transport via pipelines,628
3,group,49.1,"Passenger rail transport, interurban",group:49.1,division:49,H,TRANSPORTATION AND STORAGE,49,Land transport and transport via pipelines,49.1,"Passenger rail transport, interurban",,,H | 49 | 49.1,"TRANSPORTATION AND STORAGE | Land transport and transport via pipelines | Passenger rail transport, interurban",629
