NACE Rev.2 grouped hierarchy (Section > Division > Group > Class),,,,,,,,,,,,,,,,
"Use the +/- outline controls at left to expand Sections to Divisions, Divisions to Groups, and Groups to Classes.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
level_depth,level,node_code,node_name,node_key,parent_key,section_code,section_name,division_code,division_name,group_code,group_name,class_code,class_name,hierarchy_path_codes,hierarchy_path_names,source_row_number
3,group,23.1,Manufacture of glass and glass products,group:23.1,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,,,C | 23 | 23.1,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of glass and glass products,244
4,class,23.11,Manufacture of flat glass,class:23.11,group:23.1,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.11,Manufacture of flat glass,C | 23 | 23.1 | 23.11,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of glass and glass products | Manufacture of flat glass,245
4,class,23.12,Shaping and processing of flat glass,class:23.12,group:23.1,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.12,Shaping and processing of flat glass,C | 23 | 23.1 | 23.12,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of glass and glass products | Shaping and processing of flat glass,246
4,class,23.13,Manufacture of hollow glass,class:23.13,group:23.1,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.13,Manufacture of hollow glass,C | 23 | 23.1 | 23.13,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of glass and glass products | Manufacture of hollow glass,247
4,class,23.14,Manufacture of glass fibres,class:23.14,group:23.1,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.14,Manufacture of glass fibres,C | 23 | 23.1 | 23.14,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of glass and glass products | Manufacture of glass fibres,248
4,class,23.19,"Manufacture and processing of other glass, including technical glassware",class:23.19,group:23.1,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.1,Manufacture of glass and glass products,23.19,"Manufacture and processing of other glass, including technical glassware",C | 23 | 23.1 | 23.19,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of glass and glass products | Manufacture and processing of other glass, including technical glassware",249
3,group,23.2,Manufacture of refractory products,group:23.2,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.2,Manufacture of refractory products,,,C | 23 | 23.2,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of refractory products,250
4,class,23.20,Manufacture of refractory products,class:23.20,group:23.2,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.2,Manufacture of refractory products,23.20,Manufacture of refractory products,C | 23 | 23.2 | 23.20,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of refractory products | Manufacture of refractory products,251
3,group,23.3,Manufacture of clay building materials,group:23.3,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.3,Manufacture of clay building materials,,,C | 23 | 23.3,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of clay building materials,252
4,class,23.31,Manufacture of ceramic tiles and flags,class:23.31,group:23.3,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.3,Manufacture of clay building materials,23.31,Manufacture of ceramic tiles and flags,C | 23 | 23.3 | 23.31,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of clay building materials | Manufacture of ceramic tiles and flags,253
4,class,23.32,"Manufacture of bricks, tiles and construction products, in baked clay",class:23.32,group:23.3,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.3,Manufacture of clay building materials,23.32,"Manufacture of bricks, tiles and construction products, in baked clay",C | 23 | 23.3 | 23.32,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of clay building materials | Manufacture of bricks, tiles and construction products, in baked clay",254
3,group,23.4,Manufacture of other porcelain and ceramic products,group:23.4,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,,,C | 23 | 23.4,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of other porcelain and ceramic products,255
4,class,23.41,Manufacture of ceramic household and ornamental articles,class:23.41,group:23.4,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.41,Manufacture of ceramic household and ornamental articles,C | 23 | 23.4 | 23.41,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of other porcelain and ceramic products | Manufacture of ceramic household and ornamental articles,256
4,class,23.42,Manufacture of ceramic sanitary fixtures,class:23.42,group:23.4,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.42,Manufacture of ceramic sanitary fixtures,C | 23 | 23.4 | 23.42,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of other porcelain and ceramic products | Manufacture of ceramic sanitary fixtures,257
4,class,23.43,Manufacture of ceramic insulators and insulating fittings,class:23.43,group:23.4,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.43,Manufacture of ceramic insulators and insulating fittings,C | 23 | 23.4 | 23.43,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of other porcelain and ceramic products | Manufacture of ceramic insulators and insulating fittings,258
4,class,23.44,Manufacture of other technical ceramic products,class:23.44,group:23.4,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.44,Manufacture of other technical ceramic products,C | 23 | 23.4 | 23.44,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of other porcelain and ceramic products | Manufacture of other technical ceramic products,259
4,class,23.49,Manufacture of other ceramic products,class:23.49,group:23.4,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.4,Manufacture of other porcelain and ceramic products,23.49,Manufacture of other ceramic products,C | 23 | 23.4 | 23.49,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of other porcelain and ceramic products | Manufacture of other ceramic products,260
3,group,23.5,"Manufacture of cement, lime and plaster",group:23.5,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.5,"Manufacture of cement, lime and plaster",,,C | 23 | 23.5,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of cement, lime and plaster",261
4,class,23.51,Manufacture of cement,class:23.51,group:23.5,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.5,"Manufacture of cement, lime and plaster",23.51,Manufacture of cement,C | 23 | 23.5 | 23.51,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of cement, lime and plaster | Manufacture of cement",262
4,class,23.52,Manufacture of lime and plaster,class:23.52,group:23.5,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.5,"Manufacture of cement, lime and plaster",23.52,Manufacture of lime and plaster,C | 23 | 23.5 | 23.52,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of cement, lime and plaster | Manufacture of lime and plaster",263
3,group,23.6,"Manufacture of articles of concrete, cement and plaster",group:23.6,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",,,C | 23 | 23.6,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster",264
4,class,23.61,Manufacture of concrete products for construction purposes,class:23.61,group:23.6,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.61,Manufacture of concrete products for construction purposes,C | 23 | 23.6 | 23.61,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster | Manufacture of concrete products for construction purposes",265
4,class,23.62,Manufacture of plaster products for construction purposes,class:23.62,group:23.6,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.62,Manufacture of plaster products for construction purposes,C | 23 | 23.6 | 23.62,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster | Manufacture of plaster products for construction purposes",266
4,class,23.63,Manufacture of ready-mixed concrete,class:23.63,group:23.6,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.63,Manufacture of ready-mixed concrete,C | 23 | 23.6 | 23.63,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster | Manufacture of ready-mixed concrete",267
4,class,23.64,Manufacture of mortars,class:23.64,group:23.6,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.64,Manufacture of mortars,C | 23 | 23.6 | 23.64,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster | Manufacture of mortars",268
4,class,23.65,Manufacture of fibre cement,class:23.65,group:23.6,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.65,Manufacture of fibre cement,C | 23 | 23.6 | 23.65,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster | Manufacture of fibre cement",269
4,class,23.69,"Manufacture of other articles of concrete, plaster and cement",class:23.69,group:23.6,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.6,"Manufacture of articles of concrete, cement and plaster",23.69,"Manufacture of other articles of concrete, plaster and cement",C | 23 | 23.6 | 23.69,"MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of articles of concrete, cement and plaster | Manufacture of other articles of concrete, plaster and cement",270
3,group,23.7,"Cutting, shaping and finishing of stone",group:23.7,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.7,"Cutting, shaping and finishing of stone",,,C | 23 | 23.7,"MANUFACTURING | Manufacture of other non-metallic mineral products | Cutting, shaping and finishing of stone",271
4,class,23.70,"Cutting, shaping and finishing of stone",class:23.70,group:23.7,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.7,"Cutting, shaping and finishing of stone",23.70,"Cutting, shaping and finishing of stone",C | 23 | 23.7 | 23.70,"MANUFACTURING | Manufacture of other non-metallic mineral products | Cutting, shaping and finishing of stone | Cutting, shaping and finishing of stone",272
3,group,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,group:23.9,division:23,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,,,C | 23 | 23.9,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of abrasive products and non-metallic mineral products n.e.c.,273
4,class,23.91,Production of abrasive products,class:23.91,group:23.9,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,23.91,Production of abrasive products,C | 23 | 23.9 | 23.91,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of abrasive products and non-metallic mineral products n.e.c. | Production of abrasive products,274
4,class,23.99,Manufacture of other non-metallic mineral products n.e.c.,class:23.99,group:23.9,C,MANUFACTURING,23,Manufacture of other non-metallic mineral products,23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,23.99,Manufacture of other non-metallic mineral products n.e.c.,C | 23 | 23.9 | 23.99,MANUFACTURING | Manufacture of other non-metallic mineral products | Manufacture of abrasive products and non-metallic mineral products n.e.c. | Manufacture of other non-metallic mineral products n.e.c.,275
2,division,24,Manufacture of basic metals,division:24,section:C,C,MANUFACTURING,24,Manufacture of basic metals,,,,,C | 24,MANUFACTURING | Manufacture of basic metals,276
3,group,24.1,Manufacture of basic iron and steel and of ferro-alloys,group:24.1,division:24,C,MANUFACTURING,24,Manufacture of basic metals,24.1,Manufacture of basic iron and steel and of ferro-alloys,,,C | 24 | 24.1,MANUFACTURING | Manufacture of basic metals | Manufacture of basic iron and steel and of ferro-alloys,277
4,class,24.10,Manufacture of basic iron and steel and of ferro-alloys,class:24.10,group:24.1,C,MANUFACTURING,24,Manufacture of basic metals,24.1,Manufacture of basic iron and steel and of ferro-alloys,24.10,Manufacture of basic iron and steel and of ferro-alloys,C | 24 | 24.1 | 24.10,MANUFACTURING | Manufacture of basic metals | Manufacture of basic iron and steel and of ferro-alloys | Manufacture of basic iron and steel and of ferro-alloys,278
3,group,24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",group:24.2,division:24,C,MANUFACTURING,24,Manufacture of basic metals,24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",,,C | 24 | 24.2,"MANUFACTURING | Manufacture of basic metals | Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",279
4,class,24.20,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",class:24.20,group:24.2,C,MANUFACTURING,24,Manufacture of basic metals,24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24.20,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",C | 24 | 24.2 | 24.20,"MANUFACTURING | Manufacture of basic metals | Manufacture of tubes, pipes, hollow profiles and related fittings, of steel | Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",280
3,group,24.3,Manufacture of other products of first processing of steel,group:24.3,division:24,C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,,,C | 24 | 24.3,MANUFACTURING | Manufacture of basic metals | Manufacture of other products of first processing of steel,281
4,class,24.31,Cold drawing of bars,class:24.31,group:24.3,C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.31,Cold drawing of bars,C | 24 | 24.3 | 24.31,MANUFACTURING | Manufacture of basic metals | Manufacture of other products of first processing of steel | Cold drawing of bars,282
4,class,24.32,Cold rolling of narrow strip,class:24.32,group:24.3,C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.32,Cold rolling of narrow strip,C | 24 | 24.3 | 24.32,MANUFACTURING | Manufacture of basic metals | Manufacture of other products of first processing of steel | Cold rolling of narrow strip,283
4,class,24.33,Cold forming or folding,class:24.33,group:24.3,C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.33,Cold forming or folding,C | 24 | 24.3 | 24.33,MANUFACTURING | Manufacture of basic metals | Manufacture of other products of first processing of steel | Cold forming or folding,284
4,class,24.34,Cold drawing of wire,class:24.34,group:24.3,C,MANUFACTURING,24,Manufacture of basic metals,24.3,Manufacture of other products of first processing of steel,24.34,Cold drawing of wire,C | 24 | 24.3 | 24.34,MANUFACTURING | Manufacture of basic metals | Manufacture of other products of first processing of steel | Cold drawing of wire,285
3,group,24.4,Manufacture of basic precious and other non-ferrous metals,group:24.4,division:24,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,,,C | 24 | 24.4,MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals,286
4,class,24.41,Precious metals production,class:24.41,group:24.4,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.41,Precious metals production,C | 24 | 24.4 | 24.41,MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals | Precious metals production,287
4,class,24.42,Aluminium production,class:24.42,group:24.4,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.42,Aluminium production,C | 24 | 24.4 | 24.42,MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals | Aluminium production,288
4,class,24.43,"Lead, zinc and tin production",class:24.43,group:24.4,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.43,"Lead, zinc and tin production",C | 24 | 24.4 | 24.43,"MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals | Lead, zinc and tin production",289
4,class,24.44,Copper production,class:24.44,group:24.4,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.44,Copper production,C | 24 | 24.4 | 24.44,MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals | Copper production,290
4,class,24.45,Other non-ferrous metal production,class:24.45,group:24.4,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.45,Other non-ferrous metal production,C | 24 | 24.4 | 24.45,MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals | Other non-ferrous metal production,291
4,class,24.46,Processing of nuclear fuel,class:24.46,group:24.4,C,MANUFACTURING,24,Manufacture of basic metals,24.4,Manufacture of basic precious and other non-ferrous metals,24.46,Processing of nuclear fuel,C | 24 | 24.4 | 24.46,MANUFACTURING | Manufacture of basic metals | Manufacture of basic precious and other non-ferrous metals | Processing of nuclear fuel,292
3,group,24.5,Casting of metals,group:24.5,division:24,C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,,,C | 24 | 24.5,MANUFACTURING | Manufacture of basic metals | Casting of metals,293
4,class,24.51,Casting of iron,class:24.51,group:24.5,C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.51,Casting of iron,C | 24 | 24.5 | 24.51,MANUFACTURING | Manufacture of basic metals | Casting of metals | Casting of iron,294
4,class,24.52,Casting of steel,class:24.52,group:24.5,C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.52,Casting of steel,C | 24 | 24.5 | 24.52,MANUFACTURING | Manufacture of basic metals | Casting of metals | Casting of steel,295
4,class,24.53,Casting of light metals,class:24.53,group:24.5,C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.53,Casting of light metals,C | 24 | 24.5 | 24.53,MANUFACTURING | Manufacture of basic metals | Casting of metals | Casting of light metals,296
4,class,24.54,Casting of other non-ferrous metals,class:24.54,group:24.5,C,MANUFACTURING,24,Manufacture of basic metals,24.5,Casting of metals,24.54,Casting of other non-ferrous metals,C | 24 | 24.5 | 24.54,MANUFACTURING | Manufacture of basic metals | Casting of metals | Casting of other non-ferrous metals,297
2,division,25,"Manufacture of fabricated metal products, except machinery and equipment",division:25,section:C,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",,,,,C | 25,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment",298
3,group,25.1,Manufacture of structural metal products,group:25.1,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.1,Manufacture of structural metal products,,,C | 25 | 25.1,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of structural metal products",299
4,class,25.11,Manufacture of metal structures and parts of structures,class:25.11,group:25.1,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.1,Manufacture of structural metal products,25.11,Manufacture of metal structures and parts of structures,C | 25 | 25.1 | 25.11,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of structural metal products | Manufacture of metal structures and parts of structures",300
4,class,25.12,Manufacture of doors and windows of metal,class:25.12,group:25.1,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.1,Manufacture of structural metal products,25.12,Manufacture of doors and windows of metal,C | 25 | 25.1 | 25.12,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of structural metal products | Manufacture of doors and windows of metal",301
3,group,25.2,"Manufacture of tanks, reservoirs and containers of metal",group:25.2,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.2,"Manufacture of tanks, reservoirs and containers of metal",,,C | 25 | 25.2,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of tanks, reservoirs and containers of metal",302
4,class,25.21,Manufacture of central heating radiators and boilers,class:25.21,group:25.2,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.2,"Manufacture of tanks, reservoirs and containers of metal",25.21,Manufacture of central heating radiators and boilers,C | 25 | 25.2 | 25.21,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of tanks, reservoirs and containers of metal | Manufacture of central heating radiators and boilers",303
4,class,25.29,"Manufacture of other tanks, reservoirs and containers of metal",class:25.29,group:25.2,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.2,"Manufacture of tanks, reservoirs and containers of metal",25.29,"Manufacture of other tanks, reservoirs and containers of metal",C | 25 | 25.2 | 25.29,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of tanks, reservoirs and containers of metal | Manufacture of other tanks, reservoirs and containers of metal",304
3,group,25.3,"Manufacture of steam generators, except central heating hot water boilers",group:25.3,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.3,"Manufacture of steam generators, except central heating hot water boilers",,,C | 25 | 25.3,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of steam generators, except central heating hot water boilers",305
4,class,25.30,"Manufacture of steam generators, except central heating hot water boilers",class:25.30,group:25.3,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.3,"Manufacture of steam generators, except central heating hot water boilers",25.30,"Manufacture of steam generators, except central heating hot water boilers",C | 25 | 25.3 | 25.30,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of steam generators, except central heating hot water boilers | Manufacture of steam generators, except central heating hot water boilers",306
3,group,25.4,Manufacture of weapons and ammunition,group:25.4,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.4,Manufacture of weapons and ammunition,,,C | 25 | 25.4,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of weapons and ammunition",307
4,class,25.40,Manufacture of weapons and ammunition,class:25.40,group:25.4,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.4,Manufacture of weapons and ammunition,25.40,Manufacture of weapons and ammunition,C | 25 | 25.4 | 25.40,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of weapons and ammunition | Manufacture of weapons and ammunition",308
3,group,25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",group:25.5,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",,,C | 25 | 25.5,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Forging, pressing, stamping and roll-forming of metal; powder metallurgy",309
4,class,25.50,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",class:25.50,group:25.5,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25.50,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",C | 25 | 25.5 | 25.50,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Forging, pressing, stamping and roll-forming of metal; powder metallurgy | Forging, pressing, stamping and roll-forming of metal; powder metallurgy",310
3,group,25.6,Treatment and coating of metals; machining,group:25.6,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.6,Treatment and coating of metals; machining,,,C | 25 | 25.6,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Treatment and coating of metals; machining",311
4,class,25.61,Treatment and coating of metals,class:25.61,group:25.6,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.6,Treatment and coating of metals; machining,25.61,Treatment and coating of metals,C | 25 | 25.6 | 25.61,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Treatment and coating of metals; machining | Treatment and coating of metals",312
4,class,25.62,Machining,class:25.62,group:25.6,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.6,Treatment and coating of metals; machining,25.62,Machining,C | 25 | 25.6 | 25.62,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Treatment and coating of metals; machining | Machining",313
3,group,25.7,"Manufacture of cutlery, tools and general hardware",group:25.7,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",,,C | 25 | 25.7,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of cutlery, tools and general hardware",314
4,class,25.71,Manufacture of cutlery,class:25.71,group:25.7,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",25.71,Manufacture of cutlery,C | 25 | 25.7 | 25.71,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of cutlery, tools and general hardware | Manufacture of cutlery",315
4,class,25.72,Manufacture of locks and hinges,class:25.72,group:25.7,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",25.72,Manufacture of locks and hinges,C | 25 | 25.7 | 25.72,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of cutlery, tools and general hardware | Manufacture of locks and hinges",316
4,class,25.73,Manufacture of tools,class:25.73,group:25.7,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",25.73,Manufacture of tools,C | 25 | 25.7 | 25.73,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of cutlery, tools and general hardware | Manufacture of tools",317
3,group,25.9,Manufacture of other fabricated metal products,group:25.9,division:25,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,,,C | 25 | 25.9,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of other fabricated metal products",318
4,class,25.91,Manufacture of steel drums and similar containers,class:25.91,group:25.9,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.91,Manufacture of steel drums and similar containers,C | 25 | 25.9 | 25.91,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of other fabricated metal products | Manufacture of steel drums and similar containers",319
4,class,25.92,Manufacture of light metal packaging,class:25.92,group:25.9,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.92,Manufacture of light metal packaging,C | 25 | 25.9 | 25.92,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of other fabricated metal products | Manufacture of light metal packaging",320
4,class,25.93,"Manufacture of wire products, chain and springs",class:25.93,group:25.9,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.93,"Manufacture of wire products, chain and springs",C | 25 | 25.9 | 25.93,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of other fabricated metal products | Manufacture of wire products, chain and springs",321
4,class,25.94,Manufacture of fasteners and screw machine products,class:25.94,group:25.9,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.94,Manufacture of fasteners and screw machine products,C | 25 | 25.9 | 25.94,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of other fabricated metal products | Manufacture of fasteners and screw machine products",322
4,class,25.99,Manufacture of other fabricated metal products n.e.c.,class:25.99,group:25.9,C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.99,Manufacture of other fabricated metal products n.e.c.,C | 25 | 25.9 | 25.99,"MANUFACTURING | Manufacture of fabricated metal products, except machinery and equipment | Manufacture of other fabricated metal products | Manufacture of other fabricated metal products n.e.c.",323
